id,nombre,album,creador,opennotes,letras,guitarra,bajo,segundag.,drum,key,imagen,video,link,link_mf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Polla dura no cree en dios,Finisterra,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/J_bO_-yOxmg,https://drive.google.com/file/d/1qza8eB7Xb6rpWC5Kf6U2o11ypspmha26,https://www.mediafire.com/file/ipegqyz3hk01dk6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Requiem,La Leyenda de la Mancha,Daniel,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/leyenda.jpg,sinvideo,https://drive.google.com/file/d/1rWy5rqmfDvEmOPNVNuyyrXmXgqNfWSF0,https://www.mediafire.com/file/q1wu17vi2ttcu8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Requiem,La Leyenda de la Mancha,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/leyenda.jpg,https://www.youtube.com/embed/YWRQowGx5K8,https://drive.google.com/file/d/1rri4-ikwhB4MAa8uE2s8ktieH_BSbqlo,https://www.mediafire.com/file/3dcl79a06b4030x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Resacosix in pandemia,Bandera Negra,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/bandera.jpg,https://www.youtube.com/embed/bU1odSns_RQ,https://drive.google.com/file/d/1sBb-qqJFSaveQkKiNMQdI3KGUt1T4lhE,https://www.mediafire.com/file/4p3u3wcqfqwnnqj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Resacosix in hispania,Rarezas,_edxgbrn,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/rarezas.jpg,sinvideo,https://drive.google.com/file/d/1sNqryNfYlKRLrkQX7VKIZhCDCn_9IXpS,https://www.mediafire.com/file/3dby2amb1bx13ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Satanael,"Hechizos, Pocimas y Brujeria",Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/hechizos.jpg,https://www.youtube.com/embed/q0ys_agB_Sg,https://drive.google.com/file/d/1sqTOgCVS8G8e5Vpxx6n_bpGAb-zV9XdD,https://www.mediafire.com/file/34vvk3g4k458e2n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Satania,Finisterra,Andestruction,no,no,✰✰★★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/UMd_gj_D7q8,https://drive.google.com/file/d/1tPoH4GnwMEbmDKr0L-K9sOHIGcILbBrl,https://www.mediafire.com/file/iwqa5rwl0ax71y8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Satania,Finisterra,Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/8_yWAOhQ-cw,https://drive.google.com/file/d/1uGlGy26etbskGvEljnDKxtkwaWfGe8L_,https://www.mediafire.com/file/8lejleszq9hqup6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Satania,Finisterra,Darkof GT,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/MAiIer-oUR0,https://drive.google.com/file/d/1ueCy3rxIFoxEHy7HXyYYIambzYjyokqu,https://www.mediafire.com/file/wmk7twub7iwbd7w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Satania,Finisterra,_edxgbrn,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,sinvideo,https://drive.google.com/file/d/1uuI0k1nNuu8NYn1U9amsvQgkdF_19t1n,https://www.mediafire.com/file/a80oxndekx2uyab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Satania,Finisterra,Mastergox,no,si,★★★★,★★★★,★★★★,★★★★,★★★★,datasong/album/finisterra.jpg,sinvideo,https://drive.google.com/file/d/1wLtGOluWoK8AMqX3wzAuH1Sx9S5N1ERK,https://www.mediafire.com/file/aadx9sx197kvko9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Satania,Finisterra,WOLFxONE,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/RSnW28rynRE,https://drive.google.com/file/d/1wawY7GTB3Tx_oclAu1_SlCi6g32nv3Rm,https://www.mediafire.com/file/fv2zs8bgm7saw6l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Tequila tanto por vivir,Ira Dei,AdLozanOff,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/iradei.jpg,https://www.youtube.com/embed/EsQN1LDb3-4,https://drive.google.com/file/d/1wju4qzGJCDJXq5ebVSZKye1WSQE5eioR,https://www.mediafire.com/file/vzcp6rtswhw4v1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Van a rodar cabezas,Gaia,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,https://www.youtube.com/embed/ID7bIDbiyJk,https://drive.google.com/file/d/1x6l57XZvdXzG7RAbYfG5tozEY2WOosBV,https://www.mediafire.com/file/09lzr3jgqncxh03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Van a rodar cabezas,Gaia,WOLFxONE,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,sinvideo,https://drive.google.com/file/d/1y0pFtg_YhPGjCEtj7YqShUL1aBFeOZjM,https://www.mediafire.com/file/ux98uetutuoqm5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Vodka and roll,Gaia III: Atlantia,Lost,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_lll.jpg,sinvideo,https://drive.google.com/file/d/1yn3o17b8hdd-JXMXEzYQgVVOa1_lNQFN,https://www.mediafire.com/file/l753b1mifktty6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Xanandra,"Hechizos, Pocimas y Brujeria",Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/hechizos.jpg,https://www.youtube.com/embed/q90MmH9QkXM,https://drive.google.com/file/d/1zCa8pMUyr00fk6LgT8hNU57rr5pPOaOu,https://www.mediafire.com/file/657t88fl91segmw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Y ahora voy a salir,La Ciudad de los Arboles,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/losarboles.jpg,https://www.youtube.com/embed/6dzCkc5EDIc,https://drive.google.com/file/d/1zzBNE1GyGsrZiyLhDmhaETjN6ku7tWAU,https://www.mediafire.com/file/xbulope2uu4zdmv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
